,code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
4999,000408.SZ,19981221,,,,,,,,447.0,355.9718
4998,000408.SZ,19981222,,,,,,,,1837.0,1503.9652
4997,000408.SZ,19981223,,,,,,,,1091.0,897.2214
4996,000408.SZ,19981224,,,,,,,,2091.0,1738.0639
4995,000408.SZ,19981225,,,,,,,,783.0,657.4424
4994,000408.SZ,19981228,,,,,,,,1107.0,909.7597
4993,000408.SZ,19981229,,,,,,,,939.0,759.2439
4992,000408.SZ,19981230,,,,,,,,980.0,780.574
4991,000408.SZ,19981231,,,,,,,,492.0,397.094
4990,000408.SZ,19990104,,,,,,,,296.0,234.6836
4989,000408.SZ,19990105,,,,,,,,1367.0,1044.1077
4988,000408.SZ,19990106,,,,,,,,866.0,676.7347
4987,000408.SZ,19990107,,,,,,,,686.0,537.265
4986,000408.SZ,19990108,,,,,,,,1552.0,1282.3888
4985,000408.SZ,19990111,,,,,,,,943.0,769.6539
4984,000408.SZ,19990112,,,,,,,,795.0,653.2624
4983,000408.SZ,19990113,,,,,,,,967.0,780.2744
4982,000408.SZ,19990114,,,,,,,,968.0,775.8269
4981,000408.SZ,19990115,,,,,,,,968.0,772.8181
4980,000408.SZ,19990118,,,,,,,,2175.0,1693.0
4979,000408.SZ,19990119,,,,,,,,1849.0,1469.4536
4978,000408.SZ,19990120,,,,,,,,2188.0,1768.5318
4977,000408.SZ,19990121,,,,,,,,2930.0,2434.4728
4976,000408.SZ,19990122,,,,,,,,8773.0,7394.3385
4975,000408.SZ,19990125,,,,,,,,12638.0,10862.4139
4974,000408.SZ,19990126,,,,,,,,7427.0,6365.3132
4973,000408.SZ,19990127,,,,,,,,4229.0,3556.1377
4972,000408.SZ,19990128,,,,,,,,2868.0,2404.4204
4971,000408.SZ,19990129,,,,,,,,1468.0,1213.1333
4970,000408.SZ,19990201,,,,,,,,1075.0,888.4926
4969,000408.SZ,19990202,,,,,,,,3903.0,3297.1335
4968,000408.SZ,19990203,,,,,,,,3273.0,2779.8752
4967,000408.SZ,19990204,,,,,,,,2605.0,2118.0759
4966,000408.SZ,19990205,,,,,,,,2677.0,2111.601
4965,000408.SZ,19990208,,,,,,,,2833.0,2192.7444
4964,000408.SZ,19990209,,,,,,,,1197.0,946.6973
4963,000408.SZ,19990301,,,,,,,,1082.0,865.3766
4962,000408.SZ,19990302,,,,,,,,1349.0,1083.8083
4961,000408.SZ,19990303,,,,,,,,1792.0,1465.612
4960,000408.SZ,19990304,,,,,,,,1478.0,1223.2778
4959,000408.SZ,19990305,,,,,,,,1628.0,1354.7146
4958,000408.SZ,19990308,,,,,,,,7981.0,6887.3096
